Societe;agence;Nom de la station;station commune;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat
SRT_SFAX;;Mniif;;Soretras;10.6978614;34.7797052;http://mdc.giscloud.com/rest/1/layers/3330123/features/111/joindre_des_photos/mdc_photo_mdc_02b49c_1598524911353_1598524981824.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/111/joindre_des_photos/mdc_photo_mdc_c387e2_1598524931770_1598524981824.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Chikh;;Soretras;10.6963676;34.7815712;http://mdc.giscloud.com/rest/1/layers/3330123/features/112/joindre_des_photos/mdc_photo_mdc_468f2d_1598525133231_1598525263406.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/112/joindre_des_photos/mdc_photo_mdc_1a0998_1598525144503_1598525263406.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Ghlam;;Soretras;10.6951731;34.7827769;http://mdc.giscloud.com/rest/1/layers/3330123/features/113/joindre_des_photos/mdc_photo_mdc_c1e392_1598525395178_1598525450886.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/113/joindre_des_photos/mdc_photo_mdc_d775f5_1598525410047_1598525450886.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Elthokara;;Soretras;10.6937841;34.7840078;http://mdc.giscloud.com/rest/1/layers/3330123/features/114/joindre_des_photos/mdc_photo_mdc_1a1f18_1598525762629_1598525825948.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/114/joindre_des_photos/mdc_photo_mdc_81a534_1598525780171_1598525825948.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Alolou;;Soretras;10.6923589;34.7851944;http://mdc.giscloud.com/rest/1/layers/3330123/features/115/joindre_des_photos/mdc_photo_mdc_5bce0a_1598525987949_1598526034807.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/115/joindre_des_photos/mdc_photo_mdc_3e6c11_1598526011746_1598526034807.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Chaari;;Soretras;10.6896771;34.7878365;http://mdc.giscloud.com/rest/1/layers/3330123/features/116/joindre_des_photos/mdc_photo_mdc_ad3ea8_1598526229981_1598526275725.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/116/joindre_des_photos/mdc_photo_mdc_90a478_1598526242534_1598526275725.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax 
SRT_SFAX;;Elswemi;;Soretras;10.6868367;34.7910074;http://mdc.giscloud.com/rest/1/layers/3330123/features/117/joindre_des_photos/mdc_photo_mdc_8cb235_1598526568721_1598526631622.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/117/joindre_des_photos/mdc_photo_mdc_6c1336_1598526587179_1598526631623.jpg?reqlogin;Arret_Bus;Abri;yes;no;yes;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Elhchicha;;Soretras;10.6834822;34.7938206;http://mdc.giscloud.com/rest/1/layers/3330123/features/118/joindre_des_photos/mdc_photo_mdc_2e84ad_1598526785068_1598527042730.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/118/joindre_des_photos/mdc_photo_mdc_d9682f_1598526805679_1598527042730.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Mesa7at omar;;Soretras;10.6806575;34.7957486;http://mdc.giscloud.com/rest/1/layers/3330123/features/119/joindre_des_photos/mdc_photo_mdc_d4fc76_1598527570476_1598527619679.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/119/joindre_des_photos/mdc_photo_mdc_2176e6_1598527592018_1598527619680.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Hanout hmayed;;Soretras;10.6769603;34.7983142;http://mdc.giscloud.com/rest/1/layers/3330123/features/120/joindre_des_photos/mdc_photo_mdc_d57ffa_1598527811282_1598527860207.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/120/joindre_des_photos/mdc_photo_mdc_4811fe_1598527824663_1598527860207.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Mosque Ain charfi;;Soretras;10.6722686;34.8015693;http://mdc.giscloud.com/rest/1/layers/3330123/features/121/joindre_des_photos/mdc_photo_mdc_89d6a1_1598528006494_1598528058328.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/121/joindre_des_photos/mdc_photo_mdc_17e69d_1598528020800_1598528058329.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Hey karama;;Soretras;10.6643295;34.8092022;http://mdc.giscloud.com/rest/1/layers/3330123/features/122/joindre_des_photos/mdc_photo_mdc_efcb22_1598528264446_1598528308070.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/122/joindre_des_photos/mdc_photo_mdc_ae80b5_1598528277475_1598528308070.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Thakna;;Soretras;10.6613712;34.8113435;http://mdc.giscloud.com/rest/1/layers/3330123/features/123/joindre_des_photos/mdc_photo_mdc_9e4888_1598528440689_1598528470215.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/123/joindre_des_photos/mdc_photo_mdc_791538_1598528448735_1598528470215.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Brayek;;Soretras;10.6566249;34.8150721;http://mdc.giscloud.com/rest/1/layers/3330123/features/124/joindre_des_photos/mdc_photo_mdc_d4d368_1598528620840_1598528658193.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/124/joindre_des_photos/mdc_photo_mdc_5e78ed_1598528632995_1598528658194.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Hanout salhi;;Soretras;10.6517773;34.818952;http://mdc.giscloud.com/rest/1/layers/3330123/features/125/joindre_des_photos/mdc_photo_mdc_d6086d_1598529202501_1598529263690.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/125/joindre_des_photos/mdc_photo_mdc_a30ca5_1598529214869_1598529263690.jpg?reqlogin;Arret_Bus;Autre;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Kasas mae;;Soretras;10.6458089;34.8231058;http://mdc.giscloud.com/rest/1/layers/3330123/features/126/joindre_des_photos/mdc_photo_mdc_396d43_1598529439865_1598529486374.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/126/joindre_des_photos/mdc_photo_mdc_6aebb5_1598529449021_1598529486375.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;El makina;;Soretras;10.6386822;34.8295848;http://mdc.giscloud.com/rest/1/layers/3330123/features/127/joindre_des_photos/mdc_photo_mdc_d4d333_1598529626461_1598529667687.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/127/joindre_des_photos/mdc_photo_mdc_946d73_1598529638019_1598529667687.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Nadi fourisia;;Soretras;10.6363891;34.8313985;http://mdc.giscloud.com/rest/1/layers/3330123/features/128/joindre_des_photos/mdc_photo_mdc_5aa9f7_1598529791837_1598529847241.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/128/joindre_des_photos/mdc_photo_mdc_eae51d_1598529805728_1598529847241.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Aalwa;;Soretras;10.6250933;34.83943;http://mdc.giscloud.com/rest/1/layers/3330123/features/129/joindre_des_photos/mdc_photo_mdc_32f5c8_1598530072633_1598530133310.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/129/joindre_des_photos/mdc_photo_mdc_872e7c_1598530094823_1598530133311.jpg?reqlogin;Arret_Bus;Abri;no;no;no;no;;Ain;Sfax  sud;Sfax
SRT_SFAX;;Hanout aam salah;;Soretras;10.6205421;34.8429771;http://mdc.giscloud.com/rest/1/layers/3330123/features/130/joindre_des_photos/mdc_photo_mdc_742c7c_1598530291892_1598530349838.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/130/joindre_des_photos/mdc_photo_mdc_6bd50b_1598530300334_1598530349838.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud ;Sfax
SRT_SFAX;;Madarsa;;Soretras;10.6186357;34.844045;http://mdc.giscloud.com/rest/1/layers/3330123/features/131/joindre_des_photos/mdc_photo_mdc_c42d3d_1598530458407_1598530503628.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/131/joindre_des_photos/mdc_photo_mdc_987939_1598530467028_1598530503628.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Mosque;;Soretras;10.6161577;34.8458257;http://mdc.giscloud.com/rest/1/layers/3330123/features/132/joindre_des_photos/mdc_photo_mdc_a584ab_1598530653171_1598530699217.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/132/joindre_des_photos/mdc_photo_mdc_74a9fe_1598530662302_1598530699217.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Km18 Ain turkiya;;Soretras;10.6124931;34.8495373;http://mdc.giscloud.com/rest/1/layers/3330123/features/133/joindre_des_photos/mdc_photo_mdc_7bf2b8_1598530855490_1598530895748.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/133/joindre_des_photos/mdc_photo_mdc_4cb263_1598530864892_1598530895748.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Sbitar;;Soretras;10.7497291;34.7423906;http://mdc.giscloud.com/rest/1/layers/3330123/features/134/joindre_des_photos/mdc_photo_mdc_a3cc3d_1598532681890_1598532726497.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/134/joindre_des_photos/mdc_photo_mdc_3ac9fc_1598532690598_1598532726497.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Ain;Sfax sud;Sfax
SRT_SFAX;;Institut preparatoire;;Soretras;10.7491447;34.7367111;http://mdc.giscloud.com/rest/1/layers/3330123/features/136/joindre_des_photos/mdc_photo_mdc_c06f4b_1598602037430_1598602086361.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/136/joindre_des_photos/mdc_photo_mdc_45fceb_1598602055967_1598602086361.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sfax madina;Sfax;Sfax
SRT_SFAX;;Faculté medecine;;Soretras;10.7512234;34.7391364;http://mdc.giscloud.com/rest/1/layers/3330123/features/137/joindre_des_photos/mdc_photo_mdc_961b66_1598602173544_1598602250688.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/137/joindre_des_photos/mdc_photo_mdc_ac5f25_1598602188989_1598602250689.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sfax madina;Sfax;Sfax
SRT_SFAX;;Croissant rouge;;Soretras;10.753477;34.7420372;http://mdc.giscloud.com/rest/1/layers/3330123/features/138/joindre_des_photos/mdc_photo_mdc_ca7ea4_1598602441065_1598602497186.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/138/joindre_des_photos/mdc_photo_mdc_7b91d5_1598602453092_1598602497186.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sfax madina;Sfax ;Sfax
SRT_SFAX;;Majida boulila;;Soretras;10.7570867;34.744128;http://mdc.giscloud.com/rest/1/layers/3330123/features/139/joindre_des_photos/mdc_photo_mdc_7a0bfd_1598602632836_1598602679964.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/139/joindre_des_photos/mdc_photo_mdc_ebddbf_1598602649627_1598602679965.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sfax madina;Sfax;Sfax
SRT_SFAX;;Lycee 15 october;;Soretras;10.7642359;34.7457467;http://mdc.giscloud.com/rest/1/layers/3330123/features/140/joindre_des_photos/mdc_photo_mdc_dd27bd_1598603037352_1598603131144.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/140/joindre_des_photos/mdc_photo_mdc_13bb56_1598603053226_1598603131144.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sfax madina;Sfax nord;Sfax
SRT_SFAX;;Maamal rkham;;Soretras;10.777418;34.7618674;http://mdc.giscloud.com/rest/1/layers/3330123/features/141/joindre_des_photos/mdc_photo_mdc_ab3d5c_1598603644820_1598603690073.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/141/joindre_des_photos/mdc_photo_mdc_157aa2_1598603664345_1598603690074.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sfax madina;Sfax ;Sfax
SRT_SFAX;;Maamal rkham;;Soretras;10.7774801;34.7618579;http://mdc.giscloud.com/rest/1/layers/3330123/features/142/joindre_des_photos/mdc_photo_mdc_a9ee91_1598603774570_1598603806132.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/142/joindre_des_photos/mdc_photo_mdc_5c9280_1598603787698_1598603806133.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sfax madina;Sfax;Sfax
SRT_SFAX;;Maamal plastique;;Soretras;10.7813217;34.7581688;http://mdc.giscloud.com/rest/1/layers/3330123/features/143/joindre_des_photos/mdc_photo_mdc_ab31bc_1598604200700_1598604238863.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/143/joindre_des_photos/mdc_photo_mdc_434fd2_1598604211848_1598604238863.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sidi mansour;Sfax nord;Sfax
SRT_SFAX;;Bank amen;;Soretras;10.7817855;34.7555321;http://mdc.giscloud.com/rest/1/layers/3330123/features/144/joindre_des_photos/mdc_photo_mdc_d24587_1598604531456_1598604575592.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/144/joindre_des_photos/mdc_photo_mdc_e36895_1598604542292_1598604575593.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi mansour;Sfax nord;Sfax 
SRT_SFAX;;Chichma;;Soretras;10.7865541;34.7563165;http://mdc.giscloud.com/rest/1/layers/3330123/features/145/joindre_des_photos/mdc_photo_mdc_b9a22c_1598604686295_1598604719485.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/145/joindre_des_photos/mdc_photo_mdc_f95716_1598604697524_1598604719485.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sidi mansour;Sfax nord ;Sfax
SRT_SFAX;;Hey bourguiba;;Soretras;10.7890363;34.7573242;http://mdc.giscloud.com/rest/1/layers/3330123/features/146/joindre_des_photos/mdc_photo_mdc_f823b4_1598604961036_1598605015895.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/146/joindre_des_photos/mdc_photo_mdc_45d1bf_1598604971976_1598605015895.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sidi mansour;Sfax nord ;Sfax
SRT_SFAX;;Sellami sidi mansour;;Soretras;10.7921398;34.7585009;http://mdc.giscloud.com/rest/1/layers/3330123/features/147/joindre_des_photos/mdc_photo_mdc_0b2676_1598605090307_1598605122908.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/147/joindre_des_photos/mdc_photo_mdc_1025ef_1598605104266_1598605122908.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sidi mansour;Sfax nord;Sfax
SRT_SFAX;;Elmwajen sidi mansour;;Soretras;10.795;34.7605677;http://mdc.giscloud.com/rest/1/layers/3330123/features/148/joindre_des_photos/mdc_photo_mdc_b896f2_1598605200253_1598605245564.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/148/joindre_des_photos/mdc_photo_mdc_2acfb5_1598605211227_1598605245564.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sidi mansour;Sfax nord ;Sfax
