Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
TRANSTU;District Tunis 2 ;Ali el khadhar -r-;Dépôt charguia A ;10.180474;36.931556;http://mdc.giscloud.com/rest/1/layers/3536205/features/868/joindre_des_photos/mdc_photo_mdc_5d4c82_1610353116952_1610353131971.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/868/joindre_des_photos/mdc_photo_mdc_979989_1610353129715_1610353131971.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Stade orange  -a-;Dépôt charguia A ;10.180367;36.927772;http://mdc.giscloud.com/rest/1/layers/3536205/features/865/joindre_des_photos/mdc_photo_mdc_cd3a20_1610352658772_1610352680672.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/865/joindre_des_photos/mdc_photo_mdc_ce9322_1610352674275_1610352680672.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;El mootamdia   -r-;Dépôt charguia A ;10.179099;36.91324;http://mdc.giscloud.com/rest/1/layers/3536205/features/862/joindre_des_photos/mdc_photo_mdc_753aa5_1610351986050_1610352051106.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/862/joindre_des_photos/mdc_photo_mdc_4e4116_1610352028645_1610352051106.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/862/joindre_des_photos/mdc_photo_mdc_4e25d6_1610352046593_1610352051106.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Cité  chaker (café jawhra) -a-;Dépôt charguia A ;10.160072;36.939315;http://mdc.giscloud.com/rest/1/layers/3536205/features/884/joindre_des_photos/mdc_photo_mdc_f968b8_1610356263766_1610356305500.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/884/joindre_des_photos/mdc_photo_mdc_51f70f_1610356281967_1610356305501.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Cité chaker ( café jawhra)  -r-;Dépôt charguia A ;10.160061;36.93922;http://mdc.giscloud.com/rest/1/layers/3536205/features/885/joindre_des_photos/mdc_photo_mdc_140020_1610356402667_1610356419874.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/885/joindre_des_photos/mdc_photo_mdc_012f06_1610356414627_1610356419875.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;El hay (borj etwil)  -a-;Dépôt charguia A ;10.131393;36.916138;http://mdc.giscloud.com/rest/1/layers/3536205/features/897/joindre_des_photos/mdc_photo_mdc_ace5b0_1610358453237_1610358494345.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/897/joindre_des_photos/mdc_photo_mdc_f1495d_1610358483017_1610358494345.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Sidi thabet ;Sidi thabet ;Ariana ;
TRANSTU;District Tunis 2 ;El hay (borj etwil)  -r-;Dépôt charguia A ;10.132163;36.917079;http://mdc.giscloud.com/rest/1/layers/3536205/features/896/joindre_des_photos/mdc_photo_mdc_225353_1610358278349_1610358301045.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/896/joindre_des_photos/mdc_photo_mdc_666ae0_1610358291014_1610358301045.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Sidi thabet ;Sidi thabet ;Ariana ;
TRANSTU;District Tunis 2 ;Essojoun wal islèh -a-;Dépôt charguia A ;10.153884;36.937047;http://mdc.giscloud.com/rest/1/layers/3536205/features/886/joindre_des_photos/mdc_photo_mdc_ce4a41_1610356653007_1610356670110.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Kalaat al andalous ;Kalaat al andalous ;Ariana ;
TRANSTU;District Tunis 2 ;Borj etwil 2  -a-;Dépôt charguia A ;10.135095;36.922188;http://mdc.giscloud.com/rest/1/layers/3536205/features/894/joindre_des_photos/mdc_photo_mdc_1c7980_1610357801065_1610357853374.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Sidi thabet ;Sidi thabet ;Ariana ;
TRANSTU;District Tunis 2 ;Borj etwil 2  -a-;Dépôt charguia A ;10.134935;36.922111;http://mdc.giscloud.com/rest/1/layers/3536205/features/895/joindre_des_photos/mdc_photo_mdc_36f67a_1610357984153_1610357986516.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Sidi thabet ;Sidi thabet ;Ariana ;
TRANSTU;District tunis 2;Cité chaker  -r-;Dépôt charguia A ;10.168179;36.942224;http://mdc.giscloud.com/rest/1/layers/3536205/features/883/joindre_des_photos/mdc_photo_mdc_9ce98b_1610356026822_1610356061765.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/883/joindre_des_photos/mdc_photo_mdc_c4704b_1610356045469_1610356061765.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/883/joindre_des_photos/mdc_photo_mdc_0b9803_1610356056681_1610356061765.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;École borj etwil -a-;Dépôt charguia A ;10.137337;36.926133;http://mdc.giscloud.com/rest/1/layers/3536205/features/891/joindre_des_photos/mdc_photo_mdc_17fb83_1610357449470_1610357452851.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Sidi thabet ;Sidi thabet ;Ariana ;
TRANSTU;District Tunis 2 ;Maahed biologie soukra  -a-;Dépôt charguia A ;10.238392;36.881192;http://mdc.giscloud.com/rest/1/layers/3536205/features/794/joindre_des_photos/mdc_photo_mdc_26239c_1610012006860_1610012025363.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/794/joindre_des_photos/mdc_photo_mdc_cb4150_1610012019775_1610012025363.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District tunis 2;Résidence dori med a-;Dépôt charguia A ;10.278655;36.872815;http://mdc.giscloud.com/rest/1/layers/3536205/features/803/joindre_des_photos/mdc_photo_mdc_693422_1610014235852_1610014271116.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/803/joindre_des_photos/mdc_photo_mdc_6e8ee2_1610014254794_1610014271116.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/803/joindre_des_photos/mdc_photo_mdc_177722_1610014266263_1610014271116.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Soukra ;Soukra;Ariana ;
TRANSTU;District tunis 2;El montazah soukra  -a-;Dépôt charguia A ;10.271938;36.874839;http://mdc.giscloud.com/rest/1/layers/3536205/features/801/joindre_des_photos/mdc_photo_mdc_f8aa3b_1610013844514_1610013868941.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/801/joindre_des_photos/mdc_photo_mdc_7279de_1610013858464_1610013868942.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District tunis 2;El montazah soukra  -r-;Dépôt charguia A ;10.271777;36.875072;http://mdc.giscloud.com/rest/1/layers/3536205/features/802/joindre_des_photos/mdc_photo_mdc_658866_1610013959299_1610013978513.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/802/joindre_des_photos/mdc_photo_mdc_a3bf4e_1610013973697_1610013978513.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi fraj -r- ;Dépôt charguia A ;10.265763;36.878248;http://mdc.giscloud.com/rest/1/layers/3536205/features/800/joindre_des_photos/mdc_photo_mdc_e2869c_1610013606111_1610013634634.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/800/joindre_des_photos/mdc_photo_mdc_6cfe08_1610013624290_1610013634634.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;El harass -r-;Dépôt charguia A ;10.253777;36.881367;http://mdc.giscloud.com/rest/1/layers/3536205/features/798/joindre_des_photos/mdc_photo_mdc_b59aec_1610013260397_1610013312806.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/798/joindre_des_photos/mdc_photo_mdc_4d1a82_1610013291176_1610013312806.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;El harass  -a-;Dépôt charguia A ;10.25329;36.881236;http://mdc.giscloud.com/rest/1/layers/3536205/features/797/joindre_des_photos/mdc_photo_mdc_b0a6f8_1610013174337_1610013195529.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/797/joindre_des_photos/mdc_photo_mdc_17302c_1610013186196_1610013195529.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;El barid soukra  -r-;Dépôt charguia A ;10.245083;36.875153;http://mdc.giscloud.com/rest/1/layers/3536205/features/791/joindre_des_photos/mdc_photo_mdc_4ea44f_1610011255544_1610011314094.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/791/joindre_des_photos/mdc_photo_mdc_4c7572_1610011282739_1610011314094.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/791/joindre_des_photos/mdc_photo_mdc_47147b_1610011293751_1610011314094.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;El barid soukra -a- ;Dépôt charguia A ;10.244639;36.874864;http://mdc.giscloud.com/rest/1/layers/3536205/features/790/joindre_des_photos/mdc_photo_mdc_be076f_1610011090050_1610011144636.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/790/joindre_des_photos/mdc_photo_mdc_b827e9_1610011109451_1610011144636.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Nahj el matar   -a-;Dépôt charguia A ;10.238935;36.874128;http://mdc.giscloud.com/rest/1/layers/3536205/features/789/joindre_des_photos/mdc_photo_mdc_83f292_1610010890515_1610010914933.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/789/joindre_des_photos/mdc_photo_mdc_b4343d_1610010906017_1610010914933.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Nahj el matar  -r-;Dépôt charguia A ;10.237479;36.873361;http://mdc.giscloud.com/rest/1/layers/3536205/features/788/joindre_des_photos/mdc_photo_mdc_b7c82c_1610010690693_1610010735249.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/788/joindre_des_photos/mdc_photo_mdc_254f74_1610010731085_1610010735249.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Maahed biologie soukra  -r-;Dépôt charguia A ;10.237447;36.881738;http://mdc.giscloud.com/rest/1/layers/3536205/features/795/joindre_des_photos/mdc_photo_mdc_9a40c5_1610012121941_1610012172461.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/795/joindre_des_photos/mdc_photo_mdc_3a57a8_1610012132916_1610012172461.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/795/joindre_des_photos/mdc_photo_mdc_a074f7_1610012166343_1610012172461.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi salah souk eljomoaa -a-;Dépôt charguia A ;10.216096;36.887758;http://mdc.giscloud.com/rest/1/layers/3536205/features/785/joindre_des_photos/mdc_photo_mdc_2d8ff1_1610009702027_1610009729882.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/785/joindre_des_photos/mdc_photo_mdc_47d7a0_1610009719814_1610009729882.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi salah 2   -r-;Dépôt charguia A ;10.216101;36.887768;http://mdc.giscloud.com/rest/1/layers/3536205/features/784/joindre_des_photos/mdc_photo_mdc_ab1ea6_1610009403154_1610009436652.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/784/joindre_des_photos/mdc_photo_mdc_c8aa7f_1610009413721_1610009436652.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/784/joindre_des_photos/mdc_photo_mdc_44437a_1610009425274_1610009436652.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi salah souk eljomoaa -a-;Dépôt charguia A ;10.211652;36.891959;http://mdc.giscloud.com/rest/1/layers/3536205/features/786/joindre_des_photos/mdc_photo_mdc_6ecdcb_1610009841745_1610009854010.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/786/joindre_des_photos/mdc_photo_mdc_936b73_1610009851647_1610009854010.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi salah souk eljomoaa  -r-;Dépôt charguia A ;10.211498;36.891863;http://mdc.giscloud.com/rest/1/layers/3536205/features/787/joindre_des_photos/mdc_photo_mdc_cf426d_1610010051058_1610010090162.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/787/joindre_des_photos/mdc_photo_mdc_8efdda_1610010066619_1610010090163.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/787/joindre_des_photos/mdc_photo_mdc_8dd948_1610010085526_1610010090163.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;El golf  -r-;Dépôt charguia A ;10.242267;36.878429;http://mdc.giscloud.com/rest/1/layers/3536205/features/793/joindre_des_photos/mdc_photo_mdc_8ca536_1610011753026_1610011769411.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/793/joindre_des_photos/mdc_photo_mdc_fa8f00_1610011765833_1610011769411.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District tunis 2;El golf soukra  -a-;Dépôt charguia A ;10.242235;36.878456;http://mdc.giscloud.com/rest/1/layers/3536205/features/792/joindre_des_photos/mdc_photo_mdc_1a698e_1610011670558_1610011685317.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/792/joindre_des_photos/mdc_photo_mdc_73cc37_1610011681418_1610011685317.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District tunis 2;L'esprit   -a-;Dépôt charguia A ;10.190256;36.903981;http://mdc.giscloud.com/rest/1/layers/3536205/features/834/joindre_des_photos/mdc_photo_mdc_f2b7e7_1610181954041_1610181981853.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/834/joindre_des_photos/mdc_photo_mdc_aebd8e_1610181973498_1610181981853.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Borj etwil  -r-;Dépôt charguia A ;10.141714;36.93091;http://mdc.giscloud.com/rest/1/layers/3536205/features/890/joindre_des_photos/mdc_photo_mdc_0def64_1610357165493_1610357199212.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/890/joindre_des_photos/mdc_photo_mdc_a377d4_1610357194417_1610357199212.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Kalaat al andalous ;Kalaat al andalous ;Ariana ;
TRANSTU;District Tunis 2 ;Café amira  -r-;Dépôt charguia A ;10.174893;36.945059;http://mdc.giscloud.com/rest/1/layers/3536205/features/875/joindre_des_photos/mdc_photo_mdc_4765f1_1610354550276_1610354579672.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/875/joindre_des_photos/mdc_photo_mdc_0a0645_1610354573351_1610354579672.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Ali el khadhar  -a-;Dépôt charguia A ;10.180211;36.931389;http://mdc.giscloud.com/rest/1/layers/3536205/features/867/joindre_des_photos/mdc_photo_mdc_4286b9_1610352995473_1610353013316.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/867/joindre_des_photos/mdc_photo_mdc_336766_1610353008001_1610353013316.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;El brarja 1  -r-;Dépôt charguia A ;10.173234;36.94852;http://mdc.giscloud.com/rest/1/layers/3536205/features/877/joindre_des_photos/mdc_photo_mdc_33bef3_1610354838479_1610354854302.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/877/joindre_des_photos/mdc_photo_mdc_54f34b_1610354852377_1610354854303.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi fraj  -a-;Dépôt charguia A ;10.265662;36.878137;http://mdc.giscloud.com/rest/1/layers/3536205/features/799/joindre_des_photos/mdc_photo_mdc_0f69b1_1610013478565_1610013511266.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Ministère agriculture -a-;Dépôt charguia A ;10.235876;36.873883;http://mdc.giscloud.com/rest/1/layers/3536205/features/775/joindre_des_photos/mdc_photo_mdc_3b5619_1610007855938_1610007863402.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Ministère d'agriculture soukra -r-;Dépôt charguia A ;10.235751;36.873889;http://mdc.giscloud.com/rest/1/layers/3536205/features/776/joindre_des_photos/mdc_photo_mdc_549552_1610007953468_1610007970032.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/776/joindre_des_photos/mdc_photo_mdc_4d0ec6_1610007965896_1610007970032.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Chotrana 3 soukra  -a-;Dépôt charguia A ;10.232113;36.87746;http://mdc.giscloud.com/rest/1/layers/3536205/features/777/joindre_des_photos/mdc_photo_mdc_c600f4_1610008085514_1610008216636.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/777/joindre_des_photos/mdc_photo_mdc_f3a69b_1610008098183_1610008216636.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/777/joindre_des_photos/mdc_photo_mdc_a087b1_1610008155108_1610008216636.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Chotrana 3 soukra   -r-;Dépôt charguia A ;10.231996;36.877495;http://mdc.giscloud.com/rest/1/layers/3536205/features/778/joindre_des_photos/mdc_photo_mdc_cd583e_1610008288968_1610008319650.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/778/joindre_des_photos/mdc_photo_mdc_e3a746_1610008305085_1610008319650.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Chikh les arabes  -r-;Dépôt charguia A ;10.209108;36.860965;http://mdc.giscloud.com/rest/1/layers/3536205/features/768/joindre_des_photos/mdc_photo_mdc_349396_1610006137381_1610006164364.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/768/joindre_des_photos/mdc_photo_mdc_1fd540_1610006153178_1610006164364.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Soukra;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Monoprix soukra  -a-;Dépôt charguia A ;10.215408;36.863805;http://mdc.giscloud.com/rest/1/layers/3536205/features/769/joindre_des_photos/mdc_photo_mdc_e936e4_1610006558592_1610006599877.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/769/joindre_des_photos/mdc_photo_mdc_84a681_1610006575178_1610006599877.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Saida sasi  -r-;Dépôt charguia A ;10.230538;36.870535;http://mdc.giscloud.com/rest/1/layers/3536205/features/773/joindre_des_photos/mdc_photo_mdc_63744f_1610007385460_1610007445813.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/773/joindre_des_photos/mdc_photo_mdc_6a6939_1610007398635_1610007445813.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/773/joindre_des_photos/mdc_photo_mdc_ced4f6_1610007440636_1610007445813.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Comita  -r-;Dépôt charguia A ;10.211782;36.869529;http://mdc.giscloud.com/rest/1/layers/3536205/features/758/joindre_des_photos/mdc_photo_mdc_34d080_1609924555407_1609924581282.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/758/joindre_des_photos/mdc_photo_mdc_5190e6_1609924578162_1609924581283.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Comita   -a-;Dépôt charguia A ;10.211722;36.869386;http://mdc.giscloud.com/rest/1/layers/3536205/features/757/joindre_des_photos/mdc_photo_mdc_ea078b_1609924479913_1609924499363.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/757/joindre_des_photos/mdc_photo_mdc_17a0a0_1609924496473_1609924499364.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi sofien  -a-;Dépôt charguia A ;10.219036;36.872665;http://mdc.giscloud.com/rest/1/layers/3536205/features/759/joindre_des_photos/mdc_photo_mdc_9e5a0b_1609924858775_1609924872341.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/759/joindre_des_photos/mdc_photo_mdc_dd3f39_1609924869133_1609924872342.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi sofien -r-;Dépôt charguia A ;10.219036;36.872704;http://mdc.giscloud.com/rest/1/layers/3536205/features/760/joindre_des_photos/mdc_photo_mdc_71d1ed_1609924933012_1609924953863.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/760/joindre_des_photos/mdc_photo_mdc_f03b7b_1609924949120_1609924953864.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi sofien ( Evry time) -a-;Dépôt charguia A ;10.218613;36.874983;http://mdc.giscloud.com/rest/1/layers/3536205/features/762/joindre_des_photos/mdc_photo_mdc_92c957_1609925279068_1609925282443.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Hannibal média soukra  -a-;Dépôt charguia A ;10.230845;36.885793;http://mdc.giscloud.com/rest/1/layers/3536205/features/796/joindre_des_photos/mdc_photo_mdc_ae02d3_1610012458991_1610012470303.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Sidi salah1  -a-;Dépôt charguia A ;10.21905;36.885834;http://mdc.giscloud.com/rest/1/layers/3536205/features/781/joindre_des_photos/mdc_photo_mdc_d4ee9b_1610008957443_1610008999186.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/781/joindre_des_photos/mdc_photo_mdc_dbe60e_1610008991348_1610008999186.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;المركب الرياضي برج الوزير  -r-;Dépôt charguia B ;10.208043;36.885597;http://mdc.giscloud.com/rest/1/layers/3536205/features/574/joindre_des_photos/mdc_photo_mdc_68dd7c_1607671399954_1607671413212.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/574/joindre_des_photos/mdc_photo_mdc_4fb045_1607671409954_1607671413212.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Soukra ;Soukra ;Ariana ;
TRANSTU;District Tunis 2 ;Stade orange  -r-;Dépôt charguia A ;10.18011;36.927787;http://mdc.giscloud.com/rest/1/layers/3536205/features/866/joindre_des_photos/mdc_photo_mdc_ecd146_1610352752590_1610352784068.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/866/joindre_des_photos/mdc_photo_mdc_32a7b4_1610352764111_1610352784069.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/866/joindre_des_photos/mdc_photo_mdc_bfa4f4_1610352780806_1610352784069.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2 ;Esbebil  -r-;Dépôt charguia A ;10.178591;36.908408;http://mdc.giscloud.com/rest/1/layers/3536205/features/860/joindre_des_photos/mdc_photo_mdc_322776_1610351610664_1610351660026.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/860/joindre_des_photos/mdc_photo_mdc_c92cdc_1610351625127_1610351660026.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District tunis 2;L'aouina   -r-;Dépôt charguia A ;10.258165;36.851423;http://mdc.giscloud.com/rest/1/layers/3536205/features/811/joindre_des_photos/mdc_photo_mdc_35b5c2_1610093524244_1610093587890.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/811/joindre_des_photos/mdc_photo_mdc_d8d505_1610093540315_1610093587890.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;La goulette ;Ain zaghouen ;Tunis ;
TRANSTU;District tunis 2;La mosquée  (ain zaghouen)  -a-;Dépôt charguia A ;10.281952;36.855489;http://mdc.giscloud.com/rest/1/layers/3536205/features/804/joindre_des_photos/mdc_photo_mdc_7b7d67_1610090694558_1610090718841.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/804/joindre_des_photos/mdc_photo_mdc_346490_1610090710423_1610090718841.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;El kram ;Ain zaghouen ;Tunis ;
TRANSTU;District tunis 2;La mosquée (ain zaghouen)  -r-;Dépôt charguia A ;10.282341;36.854636;http://mdc.giscloud.com/rest/1/layers/3536205/features/805/joindre_des_photos/mdc_photo_mdc_3e6cac_1610091104438_1610091130685.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/805/joindre_des_photos/mdc_photo_mdc_2c98c9_1610091114979_1610091130686.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;El kram ;Ain zaghouen ;Tunis ;
