Date;Production de la concession i . en kt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
0;Djebal Douleb;El Borma;Sidi El Iteyem;Ashtart;Sidi Behara;Chaouech Saida;Halk El Menzel;Isis;Birsa;Makhrouga;Debbech;Laarich;El Bibane;Hajeb/Guebiba;Cosmos;Gremda;Oudna;Abir;Ennakhil;D.S.T;M.L.D;Maamoura/Baraka;El Franig/Baguel/Tarfa;Barka/Gherib;Ezzaouia;Yasmine;Maamoura;Zinnia;Sanhar;Bochra;EChouech;Miskar;Oued Zar;Belli;Sidi El Kilani;Rhemoura;Cercina;Jb Grouz;Didon;Sabria;El Menzah;Utique (CO2);Beni Khaled;Chergui;Baraka;Adam;Zelfa ;Robbana ;Cercina Sud;Hasdrubal;Cherouq;Ras El Besh;Nawara;Durra;Bir Ben Tartar;Anaguid;Ghrib;Mazrane;Jinane;Sondes;Benefsej Sud;Mahres;Sidi marzoug
8 / 2011;0;29.43;2.64;28.08;0.18;3.03;0;0;0;0;0;0;0.41;19.43;0;2.72;7.34;0;0;2.47;6.85;0;4.57;0;2.8;0;7.11;0;0.31;0;0.43;13.75;17.17;0;2.11;0.9;8.75;2.77;10.52;1.24;0;0;0.2;1.42;6.28;28.08;0;0;0;44.34;25.98;0;0;6.14;6.28;0;0;1.64;0;0;0;0;0
9 / 2011;0;26.27;2.97;22.9;0.05;2.96;0;0;0;0;0;0;0.37;19.93;0;1.49;6.63;0;0;2.38;7.91;0;2.44;0;2.62;0;6.7;0;0.3;0;0.37;12.76;17.08;0;2.11;2.85;6.75;2.69;10.76;1.2;0;0;0.35;1.34;5.91;26.62;0;0;0;39.52;21.84;0;0;6.6;5.91;0;0;0.27;0;0;0;0;0
10 / 2011;0;29.72;2.81;18.63;0.15;4.19;0;0;0;0;0;0;0.51;20.11;0;2.75;6.38;0;0;2.19;9.32;0;3.89;0;2.87;0;5.41;0;0.3;0;0.39;12.93;18.41;0;2.24;2.76;5.76;2.71;10.7;1.26;0;0;0;1.37;5.14;26.47;0;0;0;35.93;19.44;0;0;4.75;6.23;0;0;0.28;0;0;0;0;0
11 / 2011;0;28.87;2.65;27.2;0.18;5;0;0;0;0;0;0;0.41;17.17;0;2.88;6.08;0;0;2.34;8.5;0;4.23;0;1.99;0;6.13;0;0.3;0;0.38;11.77;17.41;0;2.19;2.44;6.95;2.5;10.3;1.18;0;0;0.18;1.36;11.61;21.09;0;0;0;4.44;19.19;0;0;2.7;8.62;0;0;0.24;0;0;0;0;0
12 / 2011;0;29.76;3.31;26.79;0.16;5.48;0;0;0;0;0;0;0.48;19.49;0;2.82;6.36;1.96;26.95;2.13;9.05;0;4.21;0;1.93;0;6.22;4.87;0.31;0;0.39;12.98;17.2;0;2.3;2.36;6.3;1.41;9.76;1.26;0;0;0.1;1.37;11.21;22.39;0;0.78;0;0;23.9;0;0;1.49;9.52;0;0;0.24;0;0;0;0.86;0
1 / 2012;0;28.85;3.08;25.38;0.16;5.33;0;0;0;0;0;0;0.34;17.75;0;2.95;6.19;0;0;2.06;9.07;0;4.06;0;1.81;0;6.15;0;0.32;0;0.34;12.73;19.36;0;2.32;2.11;5.97;2.12;9.7;1.24;0;0;0.27;1.37;7.54;28.17;0;0.09;0;0;28.01;0;0;1.27;8.83;0;0;0.24;0;0;0;0;0
2 / 2012;0;28.11;2.6;24.09;0.06;4.36;0;0;0;0;0;0;0.35;19.04;0;3.09;5.49;0;0;1.13;9.86;0;3.57;0;1.42;0;5.45;0;0.3;0;0.42;10.87;17.55;0;3.17;1.8;4.81;2.44;8.82;1.18;0;0;0.22;1.33;3.51;25.86;0;0;0;34.39;27.78;0;0;1.09;7.86;0;0;0.23;0;0;0;0;0
3 / 2012;0;29.14;3.49;20.92;0;4.42;0;0;0;0;0;0;0.32;20.06;0;1.79;1.74;0;0;1.48;9.65;0;3.67;0;1.09;0;4.84;0;0.32;0;0.4;6.02;18.43;0;3.15;0.72;2.3;3.05;8.89;1.31;0;0;0.16;1.37;0.8;26.22;0;0;0;40.31;42.23;0;0;2.3;8.24;0;0;0.11;0;0;0;0;0
4 / 2012;0;26.94;3.16;22.78;0;3.06;0;0;0;0;0;0;0.34;15.12;0;3.1;0;0;0;1.45;11.16;0;3.25;0;1.64;0;4.58;0;0.29;0;0.37;6.82;18.44;0;3;0;6.68;1.19;9.83;1.31;0;0;0.24;1.02;2.32;21.69;0;0.02;0;41.48;33.92;0;0;5.91;8.37;0;0;0;0;0;0;0;0
5 / 2012;0;29.84;2.87;25.32;0;2.35;0;0;0;0;0;0;0.32;0;0;0.31;0;0;0;0.39;10.46;0;3.07;0;1.93;0;4.56;0;0.22;0;0.38;10.75;19.08;0;3.17;0;0.58;1.56;8.53;1.33;0;0;0.22;1.29;3.39;25.76;0;0.03;0;44.62;30.38;0;0;4;8.25;0;0;0.09;1.04;0;0;0;0
6 / 2012;0;26.91;3.03;23.99;0.12;2.64;0;0;0;0;0;0;0.59;17.35;0;3.05;0;0;0;1.15;9.82;0;2.72;0;2.5;0;4.58;0;0.24;0;0.35;12.05;17.16;0;2.97;0;2.74;1.62;7.84;1.25;0;0;0.19;0.73;2.03;28.91;0;0.04;0;43.79;29.45;0;0;3.84;7.41;0;0;0.25;1.52;0;0;0;0
7 / 2012;0;26.25;2.6;25.55;0.08;2.89;0;0;0;0;0;0;0.69;17.31;0;2.63;0;0;0;2.41;8.34;0;2.66;0;2.56;0;4.66;0;0.31;0;0.39;11.12;16.63;0;3.06;3.7;7.26;1.76;7.9;1.26;0;0;0.11;1.15;0.5;29.49;0;0.11;0;44.8;25.88;0;0;3.76;8.75;0;0;0.26;0.08;0;0;0;0
8 / 2012;0;28.13;2.96;27.5;0.11;3.71;0;0;0;0;0;0;0.73;17.08;0;2.73;0;0;0;1.48;8.82;0;2.71;0;2.46;0;4.5;0;0.3;0;0.37;9.91;15.22;0;3.1;3.12;6.04;1.79;7.69;1.23;0;0;0.03;1.03;1.06;28.7;0;0.11;0;35.04;21.62;0;0;3.07;10.5;9.41;0;0.25;0;0;0;0;0
9 / 2012;0;26.94;2.23;26.07;0.04;3.42;0;0;0;0;0;0;0.54;15.85;0;2.58;0;0;0;0.51;9.83;0;2.59;0;2.29;0;4.67;0;0.3;0;0.35;10.79;14.21;0;2.98;2.95;5.75;1.74;7.23;1.2;0;0;0.28;1.12;8.88;27.44;0;0.13;0;31.32;21.71;0;0;0.39;15.49;11.49;0;0.24;0;0;0;0;0
10 / 2012;0;27.89;2.29;26.56;0.09;3.05;0;0;0;0;0;0;0.49;14.33;0;2.82;0;0;0;1.81;8.6;0;2.58;0;2.51;0;4.69;0;0.32;0;0.36;10.53;15.41;0;3.12;2.64;5.97;1.74;7.21;1.25;0;0;0.22;1.02;12.21;27.34;0;0.12;0;35.59;21;0;0;0.71;17.8;12.9;0;0.26;0;0;0;0;0
11 / 2012;0;26.6;3.34;26.32;0.25;2.38;0;0;0;0;0;0;0.81;17.4;0;2.84;0;0;0;2.16;8.94;0;2.49;0;2.86;0;3.75;0;0.29;0;0.36;10.02;13.93;0;3.05;2.77;5.63;1.67;8.18;1.2;0;0;0.18;1.17;11.39;26.81;0;0.11;0;37.29;19.42;0;0;1.68;15.79;12.09;0;0.26;0;0;0;0;0
12 / 2012;0;28.19;4.99;28;0.28;-0.69;0;0;0;0;0;0;0.89;16.9;0;2.41;0;0;0;2.03;8.12;0;2.29;0;2.31;0;4.31;0;0.28;0;-0.36;10.48;14.82;0;3.19;2.81;5.7;1.43;7.46;1.26;0;0;0.17;1.16;9.46;28.15;0;0.14;0;41.73;17.6;0;0;2.31;19.58;12.16;0;0.25;0;0;0;0;0
1 / 2013;0;29.26;2.77;27.42;0.33;1.38;0;0;0;0;0;0;0.99;16.62;0;3.07;0;0;0;1.76;8.11;0;2.21;0;1.96;0;4.35;0;0.14;0;0.17;9.2;15.97;0;3.59;2.83;3.77;0.94;7.1;1.08;0;0;0.17;1.05;7.27;27.25;0;0.09;0;42.64;18.31;0;0;2.3;14.08;11.69;0;0.23;0;0;0;0;0
2 / 2013;0;26.84;3.34;23.28;0.28;0.86;0;0;0;0;0;0;0.9;15.33;0;2.48;0;0;0;1.69;6.9;0;2.17;0;1.85;0;3.9;0;0;0;0.22;8.45;14.16;0;4.1;2.57;4.78;0.84;5.99;1.13;0;0;0.16;0.57;6.79;23.5;0;0.1;0;36.6;15.62;0;0;1.94;11.29;1.9;0;0.22;0;0;0;0;0
3 / 2013;0;29.06;3.56;26.59;0.21;2.72;0;0;0;0;0;0;0.91;16.47;0;2.76;0;0;0;2.03;7.5;0;2.35;0;1.88;0;4.32;0;0;0;0.43;9.87;15.53;0;4.4;1.16;5.32;0.92;6.37;1.22;0;0;0.17;1.21;6.91;26.49;0;0.15;0;40.43;16.09;0;0;1.93;10.59;9.12;0;0.25;0;0;0;0;0
4 / 2013;0;27.07;3.34;29.03;0.24;2.98;0;0;0;0;0;0;0.93;13.1;0;2.78;0;0;0;1.98;7.4;0;2.02;0;1.96;0;4.67;0;0;0;0.37;10.86;14.66;0;3.98;2.85;5.26;0.89;5.82;1.17;0;0;0.17;1.12;6.64;24.46;0;0.1;0;39.92;16.88;0;0;1.81;9.67;14.56;0;0.23;0;0;0;0;0
5 / 2013;0;27.02;3.29;20.68;0.27;3.42;0;0;0;0;0;0;0.82;13.87;0;2.64;0;0;0;2.06;7.3;0;1.93;0;2.01;0;4.3;0;0;0;0.41;10.68;14.67;0;4.14;2.8;3.79;0.91;5.56;1.54;0;0;0.17;1.19;6.22;23.15;0;0.11;0;40.11;15.53;0;0;0.77;9.52;14.02;0;0.12;0;0;0;0;0
6 / 2013;0;25.56;3.68;21.96;0.35;3.16;0;0;0;0;0;0;0.93;12.81;0;2.27;0;0;0;1.88;6.56;0;2.03;0;1.58;0;4.04;0;0.23;0;0.32;6.93;13.31;0;3.99;1.64;2.57;0.87;5.04;1.64;0;0;0.12;1.12;5.57;21.99;0;0.11;0;37.88;13.86;0;0;0.72;11;12.44;0;0.03;0;0;0;0;0
7 / 2013;0;25.82;3.08;21.82;0.29;3.39;0;0;0;0;0;0;0.91;9.6;0;1.89;0;0;0;1.95;6.21;0;1.86;0;1.14;0;3.91;0;0.21;0;0.32;10.63;13.98;0;3.89;1.87;3.76;0.86;0;1.68;0;0;0.13;1.11;5.36;22.5;0;0.11;0;37.78;15.67;0;0;0.9;9.77;10.36;0;0.23;0;0;0;0;0
8 / 2013;0;26.83;3.22;24.56;0.28;3.8;0;0;0;0;0;0;0.86;15.85;0;2.23;0;0;0;1.81;6.94;0;2.16;0;1.09;0;3.72;0;0.22;0;0.3;10.52;13.45;0;3.73;2.11;6.81;0.89;0;1.68;0;0;0.24;1.12;6.45;22.62;0;0.1;0;39.96;16.54;0;0;0.47;9.51;10.14;0;0.24;0;0;0;0;0
9 / 2013;0;26.04;3.15;24.45;0.3;3.35;0;0;0;0;0;0;0.76;14.07;0;2.57;0;0;0;1.68;6.39;0;2.16;0;1.33;0;3.68;0;0.21;0;0.27;9.52;13.1;0;3.54;2.32;5.53;0.86;0;1.71;0;0;0.19;0.98;5.93;22.93;0;0.11;0;37.31;15.32;0;0;0.53;9.51;9.59;0;0.23;0;0;0;0;0
10 / 2013;0;28.4;3.19;23.2;0.24;3.35;0;0;0;0;0;0;0.77;11.49;0;2.53;0;0;0;1.94;5.68;0;2.09;0;2.05;0;3.14;0;0.22;0;0.27;10.27;13.24;0;3.45;2.4;5.06;0.88;0;1.79;0;0;0.14;1.08;5.74;24.25;0;0.1;0;37.58;16.31;0;0;1.13;9.27;7.82;0;0.2;0;0;0;0;0
11 / 2013;0;27.47;3;21.6;0;2.98;0;0;0;0;0;0;0.8;10.19;0;2.22;0;0;0;1.87;5.44;0;2.14;0;1.79;0;6.26;0;0.13;0;0.29;9.05;12.67;0;3.22;2.43;5.11;0.85;2.36;1.75;0;0;0;1.08;1.43;23.02;0;0.11;0;23.53;12.87;0;0;4.37;8.59;8.97;0;0.23;0;0;0;0;0
12 / 2013;0;27.15;3.32;21.13;0;2.92;0;0;0;0;0;0;0.89;10.21;0;2.52;0;0;0;2.04;5.94;0;2.25;0;2.18;0;0;0;0;0;0.33;8.22;13;0;3.21;2.55;3.6;0.85;7.87;1.81;0;0;0.2;0.99;2.48;25.16;0;0.11;0;39.14;12.1;0;0;4.32;8.59;11.72;0;0.23;0;0;0;0;0
1 / 2014;0;26.44;2.98;20.09;0;2.85;0;0;0;0;0;0;0.84;8.17;0;2.4;0;0;0;1.74;6;0;2.26;0;2.36;0;3.33;0;0.24;0;0.33;9.14;12.47;0;3.25;2.47;3.08;0.74;6.46;1.82;0;0;0.23;0.97;2.74;25.67;0;0.11;0;37;14.87;0;0;3.81;8.61;13.47;0;0.24;0;0;0;0;0
2 / 2014;0;22.98;2.3;21.41;0;2.5;0;0;0;0;0;0;0.71;8.33;0;2.18;0;0;0;1.73;5.32;0;2.12;0;2.26;0;3.15;0;0.23;0;0.3;8.16;10.77;0;3.08;1.94;3.04;0.6;6.53;1.64;0;0;0.18;1.05;2.71;22.7;0;0.11;0;34.21;16.22;0;0;3.13;8.58;13.62;0;0.18;0;0;0;0;0
3 / 2014;0;26.09;2.86;18.6;0;2.81;0;0;0;0;0;0;0.73;11.67;0;2.74;0;0;0;1.93;5.65;0;2.24;0;2.28;0;3.29;0;0.26;0;0.29;8.19;11.05;0;3.21;1.94;3.44;0.66;6.04;1.79;0;0;0.18;1.15;6.32;24.57;0;0.11;0;34.6;17.83;0;0;3.3;9.64;14.96;0;0.1;0;0;0;0;0
4 / 2014;0;24.7;2.85;16.56;0;2.53;0;0;0;0;0;0;0.86;9.39;0;2.25;0;0;0;2.05;4.79;0;2.2;0;2.41;0;2.99;0;0.28;0;0.26;7.55;10.13;0;2.92;2.08;3.42;0.66;5.5;1.88;0;0;0.17;1.16;6.45;22.15;0;0.1;0;35.01;14.91;0;0;2.32;9.81;13.86;0;0.26;0;0;0;0;0
5 / 2014;0;25.6;3.7;19.1;0;2.55;0;0;0;0;0;0;0.82;12.15;0;2.66;0;0;0;2.03;6.54;0;2.28;0;2.37;0;4.32;0;0.29;0;0.27;8.46;9.84;0;3.09;1.94;3.5;0.64;5.33;1.95;0;0;0.18;1.17;3.86;21.53;0;0.11;0;3.01;18.19;0;0;3.03;10.07;13.27;0;0.24;0;0;0;0;0
6 / 2014;0;23.53;3.1;19.89;0;2.46;0;0;0;0;0;0;0.68;12.8;0;2.16;0;0;0;2.01;6.85;0;1.77;0;1.94;0;4.2;0;0.27;0;0.31;8.54;8.96;0;3.18;1.83;3.29;0.61;4.71;1.79;0;0;0.18;0.65;3.44;19.18;0;0.1;0;28.36;14.73;0;0;2.82;10.37;13.1;0;0.22;0;0;0;0;0
7 / 2014;0;22.64;3.37;22.98;0;2.45;0;0;0;0;0;0;0.9;13.3;0;2.56;0;0;0;2.04;6.79;0;1.81;0;2.56;0;3.88;0;0.29;0;0.24;8.61;9.13;0;3.51;1.86;3.27;0.61;4.73;1.86;0;0;0.19;1.28;4.4;22.97;0;0.11;0;35.62;12.92;0;0;1.7;10.24;13.45;0;0.17;0;0;0;0;0
8 / 2014;0;22.34;2.94;23.04;0;1.85;0;0;0;0;0;0;0.81;14.07;0;2.54;0;0;0;2.16;6.7;0;1.76;0;2.6;0;3.78;0;0.3;0;0.25;8.79;9.17;0;3.83;1.8;3.29;0.67;4.12;1.84;0;0;0.17;1.22;4.67;23.11;0;0.1;0;34.62;13.88;0;0;0.42;9.93;12.79;0;0.14;0;0;0;0;0
9 / 2014;0;23.18;2.79;21.39;0;2.46;0;0;0;0;0;0;0.8;11.21;0;2.39;0;0;0;1.87;5.75;0;1.74;0;2.69;0;2.03;0;0.28;0;0.25;8.32;8.72;0;3.42;1.73;2.44;0.68;4.89;1.74;0;0;0.15;1.19;5.21;21.01;0;0.1;0;17.21;13.93;0;0;0.42;8.8;11.68;0;0.22;0;0;0;0;0
10 / 2014;0;24.5;3.05;22.64;0;2.96;0;0;0;0;0;0;0.86;9.04;0;2.57;0;0;0;1.75;5.81;0;1.92;0;2.3;0;2.5;0;0.3;0;0.25;8.2;8.67;0;3.61;1.76;3.57;0.86;5.54;1.74;0;0;0.04;1.01;5.29;20.67;0;0.11;0;35.06;13.86;0;0;0.39;8.62;11.23;0;0.23;0;0;0;0;0
11 / 2014;0;25.24;3.56;23.45;0;2.92;0;0;0;0;0;0;0.83;7.88;0;2.51;0;0;0;1.95;5.16;0;2.48;0;2.07;0;2.18;0;0.3;0;0.26;7.13;8.02;0;3.45;1.66;4.57;1.12;4.63;1.67;0;0;0.03;0.6;5.66;19.81;0;0.1;0;31.71;12.74;0;0;0.4;8.6;10.69;0;0.19;0;0;0;0;0
12 / 2014;0;25.56;3.3;22.43;0;2.79;0;0;0;0;0;0;1.04;9.08;0;2.27;0;0;0;1.79;5.29;0;2.92;0;1.92;0;1.85;0;0.31;0;0.3;8.28;8.21;0;3.4;1.7;6.87;1.22;4.37;3.49;0;0;0;1.32;6.31;21.37;0;0.1;0;25.89;14.34;0;0;0.4;8.42;10.79;0;0.22;0;0;0;0;0
1 / 2015;0;24.15;3.54;20.28;0;2.76;0;0;0;0;0;0;1.1;8.8;0;2.46;0;0;0;1.77;5.29;0;13.21;0;1.55;0;1.91;0;0.31;0;0.22;7.77;8.43;0;3.34;1.66;6.47;1.39;4.03;4.64;0;0;0.21;1.28;6.35;22.42;0;0.1;0;28.99;14.49;0;0;0.4;8.09;9.55;0;0.22;0;0;0;0;0
2 / 2015;0;22.39;3.28;19.46;0;2.38;0;0;0;0;0;0;0.74;7.94;0;2.25;0;0;0;1.66;4.58;0;16.71;0;1.33;0;2.4;0;0.27;0;0.06;7.35;7.45;0;2.81;1.51;5.39;1.24;3.62;4.18;0;0;0.12;1.12;5.58;18.67;0;0.1;0;23.14;12.55;0;0;0.36;7.04;6.62;0;0.07;0;0;0;0;0
3 / 2015;0;25.14;4.59;20.73;0;2.61;0;0;0;0;0;0;0.79;10.44;0;2.59;0;0;0;1.73;4.95;0;15.16;0;1.15;0;3.74;0;0.29;0;0.03;8.24;8.17;0;2.97;1.66;5.21;1.46;4.04;3.59;0;0;0;0.35;5.69;20.68;0;0.1;0;24.78;13.15;0;0;0.38;7.69;7.14;0;0.08;0;0;0;0;0
4 / 2015;0;24.46;3.6;22.81;0;2.44;0;0;0;0;0;0;0.85;12.98;0;2.22;0;0;0;1.8;4.66;0;12.5;0;1.33;0;3.71;0;0.27;0;0.02;7.99;7.78;0;2.93;1.63;4.81;1.25;3.71;4.46;0;0;0.18;0.59;7.79;19.3;0;0.1;0;21.32;12.4;0;0;0;7.2;7.67;0.39;0.22;0;0;0;0;0
5 / 2015;0;24.73;3.68;22.49;0;2.21;0;0;0;0;0;0;0.74;10.96;0;2.33;0;0;0;1.68;4.81;0;10.58;0;1.64;0;3.89;0;0.27;0;0;8.33;7.67;0;3;1.81;4.8;0.76;3.77;3.13;0;0;0.13;1.27;7.86;18.44;0;0.1;0;27.98;12.58;0;0;0;7.09;8.53;0;0.21;0;0;0;0;0
6 / 2015;0;23.97;3.38;20.75;0;2.31;0;0;0;0;0;0;0.63;7.78;0;2.18;0;0;0;1.67;4.62;0;9.07;0;1.61;0;3.85;0;0.26;0;0.01;7.82;7.93;0;2.97;1.82;2.76;0.87;3.51;0.32;0;0;0;1.25;7.45;17.82;0;0.1;0;27.08;12.4;0;0;0;6.58;3.05;0;0.2;0;0;0;0;0
7 / 2015;0;24.24;3.59;21.01;0;2.43;0;0;0;0;0;0;0.55;7.72;0;2.6;0;0;0;1.72;4.81;0;9.93;0;2.49;0;3.52;0;0.27;0;0.04;7.82;7.74;0;3;1.72;4.59;0.81;3.41;1.47;0;0;0;1.28;7.41;17.36;0;0.1;0;26.35;12.27;0;0;0;6.67;0.06;0;0.2;0;0;0;0;0
8 / 2015;0;23.37;3.54;19.97;0;2.38;0;0;0;0;0;0;0.4;9.53;0;2.19;0;0;0;1.65;4.74;0;10.52;0;2.41;0;3.81;0;0.27;0;0;8.87;7.72;0;3.19;1.73;3.18;0.86;3.32;5.08;0;0;0.22;1.21;7.09;17.58;0;0.1;0;25.92;12.3;0;0;0;6.74;3.1;0;0.2;0;0;0;0;0
9 / 2015;0;22.39;3.5;21.24;0;2.36;0;0;0;0;0;0;0.56;9.21;0;2.09;0;0;0;1.65;4.61;0;9.42;0;1.99;0;3.31;0;0.25;0;0.01;8.4;7.82;0;2.83;1.66;1.86;0.88;3.12;4.11;0;0;0.22;1.12;7.27;15.91;0;0.1;0;23.67;11.66;0;0;0;5.94;2.58;0.11;0.18;0;0;0;0;0
10 / 2015;0;24.38;3.38;13.02;0;2.19;0;0;0;0;0;0;0.57;8.8;0;2.36;0;0;0;1.83;4.74;0;10.03;0;2.04;0;4.14;0;0.27;0;0;7.96;7.9;0;3.04;1.77;5.6;0.96;3.13;2.59;0;0;0.16;1.15;7.36;13.69;0;0.1;0;15.38;11.85;0;0;0;5.99;2.1;0;0.08;0;0;0;0;0
11 / 2015;0;23.59;6.69;13.97;0;1.76;0;0;0;0;0;0;0.43;7.06;0;2.07;0;0;0;1.52;4.44;0;9.01;0;2.02;0;5.31;0;0.27;0;0;8.14;7.77;0;2.9;1.55;4.9;0.83;2.95;4.69;0;0;0.03;1.14;6.75;13.58;0;0.09;0;20.82;11.42;0;0;0;5.71;2.99;0;0;0;0;0;0;0
12 / 2015;0;23.19;3.83;19.46;0;2.21;0;0;0;0;0;0;0.62;5.16;0;2.41;0;0;0;1.75;4.52;0;8.52;0;2.29;0;5.79;0;0.26;0;0.02;9.33;8.19;0;2.9;1.61;4.46;0.72;3.04;4.2;0;0;0;1.19;6.58;16.78;0;0.1;0;24.22;10.54;0;0;0;5.76;5.33;0;0;0;0;0;0;0
1 / 2016;0;23.06;3.23;20.97;0;1.76;0;0;0;0;0;0;0.59;10.27;0;2.2;0;0;0;1.63;4.35;0;8.18;0;1.91;0;6.09;0;0.26;0;0.01;8.66;7.67;0;4.34;1.58;5.72;0.77;3.12;3.59;0;0;0.24;0.69;6.53;19.66;0;0.08;0;25.56;11.18;0;0;0;5.09;6.72;0;0;0;0;0;0;0
2 / 2016;0;21.03;3.1;19.57;0;1.82;0;0;0;0;0;0;0.41;9.1;0;2.15;0;0;0;1.66;4.1;0;8.89;0;1.8;0;5.43;0;0.08;0;0.01;7.94;7.36;0;3.72;1.56;5.24;0.75;2.94;3.58;0;0;0.12;0;7.11;17.49;0;0.09;0;17.23;10.54;0;0;0;4.52;4.7;0;0.15;0;0;0;0;0
3 / 2016;0;22.15;3.16;25.21;0;1.7;0;0;0;0;0;0;0.55;9.54;0;1.8;0;0;0;1.77;4.16;0;9.86;0;2.11;0;5.64;0;0;0;0.01;8.4;7.87;0;3;1.62;3.92;0.73;3.05;3.93;0;0;0.19;0;6.39;18.28;0;0.1;0;4.44;11.51;0;0;0;4.7;5.99;0;0;0;0;0;0;0
4 / 2016;0;21.87;2.37;24.87;0;1.66;0;0;0;0;0;0;0.5;10.57;0;1.28;0;0;0;1.65;4;0;10.29;0;2.03;0;5.55;0;0;0;0;7.74;8.03;0;2.87;1.65;3.98;0.77;2.98;4.01;0;0;0.13;0.51;7.28;16.44;0;0.1;0;27.46;10.87;0;0;0;4.81;5.49;0;0;0;0;0;0;0
5 / 2016;0;21.82;2.66;27.19;0.03;1.71;0;0;0;0;0;0;0.48;10.74;0;1.17;0;0;0;1.65;4.08;0;10.26;0;1.34;0;1.09;0;0;0;0.02;2.14;8.35;0;2.95;1.77;6.51;0.74;2.97;4.21;0;0;0;0;7.89;16.73;0;0.09;0;27.58;10.39;0;0;0;4.67;9.12;0;0;0;0;0;0;0
6 / 2016;0;20.58;2.53;28.84;0.08;1.69;0;0;0;0;0;0;0.41;9.63;0;1.22;0;0;0;1.56;3.57;0;8.78;0;1.26;0;0.79;0;0;0;0;8.23;7.87;0;2.79;1.64;4.61;0.93;2.81;4.01;0;0;0;0;6.87;15.06;0;0.1;0;24.94;10.15;0;0;0;4.31;7.25;0;0;0;0;0;0;0
7 / 2016;0;22.03;2.66;30.63;0.09;1.44;0;0;0;0;0;0;0.36;9.75;0;1.26;0;0;0;1.35;3.96;0;10.31;0;1.66;0;0.7;0;0;0;0.01;8.29;8.05;0;2.8;1.75;6.8;0.94;2.81;4.07;0;0;0.09;0;5.17;15.51;0;0.09;0;26.31;10.07;0;0;0;4.19;2.63;0;0;0;0;0;0;0
8 / 2016;0;21.48;2.86;29.18;0.16;1.28;0;0;0;0;0;0;0.35;9.23;0;0.84;0;0;0;1.52;4.03;0;10.07;0;2.05;0;0.64;0;0;0;0;8.09;8.31;0;2.64;1.72;6.66;0.98;2.72;4.07;0;0;0.2;0;4.74;16.1;0;0.1;0;25.87;10.31;0;0;0;3.93;4.79;0;0;0;0;0;0;0
9 / 2016;0;21.18;2.56;25.65;0.14;1.37;0;0;0;0;0;0;0.17;9.12;0;1.25;0;0;0;1.6;8.08;0;9.03;0;1.95;0;0.28;0;0;0;0;7.61;7.95;0;2.48;1.71;3.65;1.03;2.64;4.05;0;0;0.17;0.14;2.66;14.58;0;0.1;0;23.53;10.15;0;0;0;3.78;3.46;0;0;0;0;0;0;0
10 / 2016;0;22.25;3.31;19.93;0.44;1.69;0;0;0;0;0;0;0.25;9.58;0;0.23;0;0;0;1.83;7.85;0;8.94;0;2.08;0;1.22;0;0;0;0;7.48;9.25;0;2.64;1.79;2.8;1.17;2.55;4.27;0;0;0.16;1.13;1.69;14.34;0;0.1;0;23.13;9.31;0;0;0;4.09;4.45;0;0;0;0;0;0;0
11 / 2016;0;21.54;3.35;20.59;0.31;1.74;0;0;0;0;0;0;0.3;9.1;0;1.4;0;0;0;1.59;7.45;0;8.16;0;1.95;0;4.28;0;0;0;0;7.41;8.32;0;2.51;1.69;3.63;1.18;1.06;4;0;0;0.13;1.06;3.74;13.79;0;0.09;0;24;8.04;0;0;0;3.82;4.37;0;0;0;0;0;0;0
12 / 2016;0;23.24;2.81;20.04;0.22;1.16;0;0;0;0;0;0;0.31;10.34;0;1.83;0;0;0;1.42;7.22;0;8.02;0;1.82;0;4.86;0;0;0;0;7.47;8.59;0;2.58;1.75;8.22;1.32;1.37;3.98;0;0;0.13;0.36;6.22;16.36;0;0.09;0;21.66;7.64;0;0;0;3.97;3.59;0;0;0;0;0;0;0
1 / 2017;0;22.92;3.29;22.88;0.39;0.23;0;0;0;0;0;0;0.32;11.45;0;1.49;0;0;0;1.29;6.86;0;7.77;0;1.23;0;5;0;0;0;0;6.84;8.04;0;2.62;1.65;9.72;0.63;2.53;4.14;0;0;0.12;0;5.58;16.81;0;0.1;0;23.98;10.42;0;0;0.74;4.23;3.19;0;0.06;0;1.43;0;0;0
2 / 2017;0;20.89;2.82;20.35;0.21;0.46;0;0;0;0;0;0;0.29;8.82;0;1.05;0;0;0;1.33;6.03;0;6.69;0;1.04;0;5.12;0;0;0;0;6.8;6.68;0;2.36;0.57;8.25;0.51;1.89;3.73;0;0;0.11;0;5.45;11.53;0;0.09;0;21.14;9.54;0;0;0.81;3.54;2.81;0;0;0;0;0;0;0
3 / 2017;0;22.81;2.74;22.08;0.4;0;0;0;0;0;0;0;0.33;8.21;0;1.06;0;0;0;1.79;5.91;0;6.81;0;1.03;0;5.8;0;0;0;0;7.12;7.23;0;2.37;0;8.68;0.57;2.76;4.16;0;0;0.08;0;4.21;14.71;0;0.1;0;19.42;10.51;0;0;1.23;4.04;3.56;0;0;0;0;0;0;0
